"","Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"1","S3",1992,1992,1992,1,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0","Food and live animals",1,"No Quantity",NA,NA,NA,NA,NA,NA,90316136,NA,NA,0
"2","S3",1992,1992,1992,2,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"00","LIVE ANIMALS",1,"No Quantity",NA,NA,NA,NA,NA,NA,406551,NA,NA,0
"3","S3",1992,1992,1992,3,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"001","LIVE ANIMALS",8,"Weight in kilograms",3000,NA,NA,NA,3000,NA,406551,NA,NA,0
"4","S3",1992,1992,1992,4,1,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0019","Live animals, n.e.s.",8,"Weight in kilograms",3000,NA,NA,NA,3000,NA,406551,NA,NA,0
"5","S3",1992,1992,1992,2,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"01","MEAT, MEAT PREPARATIONS",1,"No Quantity",NA,NA,NA,NA,NA,NA,4370530,NA,NA,0
"6","S3",1992,1992,1992,3,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"012","OTHER MEAT, MEAT OFFAL",8,"Weight in kilograms",1311000,NA,NA,NA,1311000,NA,4053199,NA,NA,0
"7","S3",1992,1992,1992,4,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0121","Meat of sheep or goats",8,"Weight in kilograms",17000,NA,NA,NA,17000,NA,46592,NA,NA,0
"8","S3",1992,1992,1992,5,1,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"01212","Meat of sheep, frozen",8,"Weight in kilograms",17000,NA,NA,NA,17000,NA,46592,NA,NA,0
"9","S3",1992,1992,1992,4,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0129","Meat,edible offal, nes",8,"Weight in kilograms",1294000,NA,NA,NA,1294000,NA,4006607,NA,NA,0
"10","S3",1992,1992,1992,5,1,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"01291","Meat and edible meat offal of rabbits or hares, fresh, chilled or frozen",8,"Weight in kilograms",1294000,NA,NA,NA,1294000,NA,4006607,NA,NA,0
"11","S3",1992,1992,1992,3,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"017","MEAT,OFFL.PRPD,PRSVD,NES",8,"Weight in kilograms",146000,NA,NA,NA,146000,NA,317331,NA,NA,0
"12","S3",1992,1992,1992,4,1,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0175","Meat and offal (other than liver), of swine, prepared or preserved, n.e.s",8,"Weight in kilograms",146000,NA,NA,NA,146000,NA,317331,NA,NA,0
"13","S3",1992,1992,1992,2,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"03","FISH,CRUSTACEANS,MOLLUSC",1,"No Quantity",NA,NA,NA,NA,NA,NA,5117511,NA,NA,0
"14","S3",1992,1992,1992,3,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"034","FISH,FRESH,CHILLED,FROZN",8,"Weight in kilograms",189000,NA,NA,NA,189000,NA,971319,NA,NA,0
"15","S3",1992,1992,1992,4,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0341","Fish,fresh,chilled,whole",8,"Weight in kilograms",27000,NA,NA,NA,27000,NA,459871,NA,NA,0
"16","S3",1992,1992,1992,5,1,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"03411","Fish, live",8,"Weight in kilograms",27000,NA,NA,NA,27000,NA,459871,NA,NA,0
"17","S3",1992,1992,1992,4,0,1,"Import",826,"United Kingdom","GBR",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,"0342","Fish,frozen ex.fillets",8,"Weight in kilograms",84000,NA,NA,NA,84000,NA,385935,NA,NA,0
