"","DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","C_AGE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"327",2020,"Isle of Anglesey","W06000001","Total","All Ages","Value",70440,"Normal Value"
"328",2020,"Gwynedd","W06000002","Total","All Ages","Value",125171,"Normal Value"
"329",2020,"Conwy","W06000003","Total","All Ages","Value",118184,"Normal Value"
"330",2020,"Denbighshire","W06000004","Total","All Ages","Value",96664,"Normal Value"
"331",2020,"Flintshire","W06000005","Total","All Ages","Value",156847,"Normal Value"
"332",2020,"Wrexham","W06000006","Total","All Ages","Value",136055,"Normal Value"
"333",2020,"Powys","W06000023","Total","All Ages","Value",133030,"Normal Value"
"334",2020,"Ceredigion","W06000008","Total","All Ages","Value",72895,"Normal Value"
"335",2020,"Pembrokeshire","W06000009","Total","All Ages","Value",126751,"Normal Value"
"336",2020,"Carmarthenshire","W06000010","Total","All Ages","Value",190073,"Normal Value"
"337",2020,"Swansea","W06000011","Total","All Ages","Value",246563,"Normal Value"
"338",2020,"Neath Port Talbot","W06000012","Total","All Ages","Value",144386,"Normal Value"
"339",2020,"Bridgend","W06000013","Total","All Ages","Value",147539,"Normal Value"
"340",2020,"Vale of Glamorgan","W06000014","Total","All Ages","Value",135295,"Normal Value"
"341",2020,"Cardiff","W06000015","Total","All Ages","Value",369202,"Normal Value"
"342",2020,"Rhondda Cynon Taff","W06000016","Total","All Ages","Value",241873,"Normal Value"
"343",2020,"Merthyr Tydfil","W06000024","Total","All Ages","Value",60424,"Normal Value"
"344",2020,"Caerphilly","W06000018","Total","All Ages","Value",181731,"Normal Value"
"345",2020,"Blaenau Gwent","W06000019","Total","All Ages","Value",70020,"Normal Value"
"346",2020,"Torfaen","W06000020","Total","All Ages","Value",94832,"Normal Value"
"347",2020,"Monmouthshire","W06000021","Total","All Ages","Value",95164,"Normal Value"
"348",2020,"Newport","W06000022","Total","All Ages","Value",156447,"Normal Value"
"349",2020,"Aberdeen City","S12000033","Total","All Ages","Value",229060,"Normal Value"
"350",2020,"Aberdeenshire","S12000034","Total","All Ages","Value",260780,"Normal Value"
"351",2020,"Angus","S12000041","Total","All Ages","Value",115820,"Normal Value"
"352",2020,"Argyll and Bute","S12000035","Total","All Ages","Value",85430,"Normal Value"
"353",2020,"Clackmannanshire","S12000005","Total","All Ages","Value",51290,"Normal Value"
"354",2020,"Dumfries and Galloway","S12000006","Total","All Ages","Value",148290,"Normal Value"
"355",2020,"Dundee City","S12000042","Total","All Ages","Value",148820,"Normal Value"
"356",2020,"East Ayrshire","S12000008","Total","All Ages","Value",121600,"Normal Value"
"357",2020,"East Dunbartonshire","S12000045","Total","All Ages","Value",108750,"Normal Value"
"358",2020,"East Lothian","S12000010","Total","All Ages","Value",107900,"Normal Value"
"359",2020,"East Renfrewshire","S12000011","Total","All Ages","Value",96060,"Normal Value"
"360",2020,"City of Edinburgh","S12000036","Total","All Ages","Value",527620,"Normal Value"
"361",2020,"Na h-Eileanan Siar","S12000013","Total","All Ages","Value",26500,"Normal Value"
"362",2020,"Falkirk","S12000014","Total","All Ages","Value",160560,"Normal Value"
"363",2020,"Fife","S12000015","Total","All Ages","Value",374130,"Normal Value"
"364",2020,"Glasgow City","S12000046","Total","All Ages","Value",635640,"Normal Value"
"365",2020,"Highland","S12000017","Total","All Ages","Value",235430,"Normal Value"
"366",2020,"Inverclyde","S12000018","Total","All Ages","Value",77060,"Normal Value"
"367",2020,"Midlothian","S12000019","Total","All Ages","Value",93150,"Normal Value"
"368",2020,"Moray","S12000020","Total","All Ages","Value",95710,"Normal Value"
"369",2020,"North Ayrshire","S12000021","Total","All Ages","Value",134250,"Normal Value"
"370",2020,"North Lanarkshire","S12000044","Total","All Ages","Value",341140,"Normal Value"
"371",2020,"Orkney Islands","S12000023","Total","All Ages","Value",22400,"Normal Value"
"372",2020,"Perth and Kinross","S12000024","Total","All Ages","Value",151910,"Normal Value"
"373",2020,"Renfrewshire","S12000038","Total","All Ages","Value",179390,"Normal Value"
"374",2020,"Scottish Borders","S12000026","Total","All Ages","Value",115240,"Normal Value"
"375",2020,"Shetland Islands","S12000027","Total","All Ages","Value",22870,"Normal Value"
"376",2020,"South Ayrshire","S12000028","Total","All Ages","Value",112140,"Normal Value"
"377",2020,"South Lanarkshire","S12000029","Total","All Ages","Value",320820,"Normal Value"
"378",2020,"Stirling","S12000030","Total","All Ages","Value",94080,"Normal Value"
"379",2020,"West Dunbartonshire","S12000039","Total","All Ages","Value",88340,"Normal Value"
"380",2020,"West Lothian","S12000040","Total","All Ages","Value",183820,"Normal Value"
